Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,Equity,"452,596.50",0.00,"452,596.50","14,034.00",32.25,United States,New York Stock Exchange Inc.,USD,1.00
HTH,HILLTOP HOLDINGS INC,Financials,Equity,"452,323.83",0.00,"452,323.83","17,607.00",25.69,United States,New York Stock Exchange Inc.,USD,1.00
DEA,EASTERLY GOVERNMENT PROPERTIES INC,Real Estate,Equity,"452,285.28",0.00,"452,285.28","25,524.00",17.72,United States,New York Stock Exchange Inc.,USD,1.00
SPWR,SUNPOWER CORP,Industrials,Equity,"450,770.24",0.00,"450,770.24","19,736.00",22.84,United States,NASDAQ,USD,1.00
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,Equity,"450,577.78",0.00,"450,577.78","13,102.00",34.39,United States,NASDAQ,USD,1.00
XPEL,XPEL INC,Consumer Discretionary,Equity,"450,382.26",0.00,"450,382.26","6,634.00",67.89,United States,NASDAQ,USD,1.00
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,Equity,"449,816.00",0.00,"449,816.00","9,440.00",47.65,United States,New York Stock Exchange Inc.,USD,1.00
NMIH,NMI HOLDINGS INC CLASS A,Financials,Equity,"447,450.20",0.00,"447,450.20","22,151.00",20.20,United States,NASDAQ,USD,1.00
VSTO,VISTA OUTDOOR INC,Consumer Discretionary,Equity,"447,039.20",0.00,"447,039.20","15,830.00",28.24,United States,New York Stock Exchange Inc.,USD,1.00
TDS,TELEPHONE AND DATA SYSTEMS INC,Communication,Equity,"445,579.68",0.00,"445,579.68","27,573.00",16.16,United States,New York Stock Exchange Inc.,USD,1.00
RXDX,PROMETHEUS BIOSCIENCES INC,Health Care,Equity,"446,082.00",0.00,"446,082.00","7,826.00",57.00,United States,NASDAQ,USD,1.00
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,Consumer Discretionary,Equity,"444,174.64",0.00,"444,174.64","25,123.00",17.68,United States,New York Stock Exchange Inc.,USD,1.00
MYRG,MYR GROUP INC,Industrials,Equity,"444,969.00",0.00,"444,969.00","4,900.00",90.81,United States,NASDAQ,USD,1.00
AXSM,AXSOME THERAPEUTICS INC,Health Care,Equity,"444,835.38",0.00,"444,835.38","7,062.00",62.99,United States,NASDAQ,USD,1.00
APPN,APPIAN CORP CLASS A,Information Technology,Equity,"444,591.16",0.00,"444,591.16","10,301.00",43.16,United States,NASDAQ,USD,1.00
EVRI,EVERI HOLDINGS INC,Consumer Discretionary,Equity,"443,421.60",0.00,"443,421.60","24,099.00",18.40,United States,New York Stock Exchange Inc.,USD,1.00
SHC,SOTERA HEALTH COMPANY,Health Care,Equity,"442,441.08",0.00,"442,441.08","26,149.00",16.92,United States,NASDAQ,USD,1.00
WGO,WINNEBAGO INDUSTRIES INC,Consumer Discretionary,Equity,"441,895.01",0.00,"441,895.01","7,817.00",56.53,United States,New York Stock Exchange Inc.,USD,1.00
SKT,TANGER FACTORY OUTLET CENTERS REIT,Real Estate,Equity,"441,563.36",0.00,"441,563.36","28,936.00",15.26,United States,New York Stock Exchange Inc.,USD,1.00
PAYO,PAYONEER GLOBAL INC,Information Technology,Equity,"439,078.08",0.00,"439,078.08","65,339.00",6.72,United States,NASDAQ,USD,1.00
PRVA,PRIVIA HEALTH GROUP INC,Health Care,Equity,"439,260.26",0.00,"439,260.26","10,987.00",39.98,United States,NASDAQ,USD,1.00
SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,Equity,"439,650.98",0.00,"439,650.98","9,463.00",46.46,United States,New York Stock Exchange Inc.,USD,1.00
HLIO,HELIOS TECHNOLOGIES INC,Industrials,Equity,"438,502.93",0.00,"438,502.93","8,137.00",53.89,United States,New York Stock Exchange Inc.,USD,1.00
JACK,JACK IN THE BOX INC,Consumer Discretionary,Equity,"438,930.60",0.00,"438,930.60","5,435.00",80.76,United States,NASDAQ,USD,1.00
IRWD,IRONWOOD PHARMA INC CLASS A,Health Care,Equity,"438,714.24",0.00,"438,714.24","40,323.00",10.88,United States,NASDAQ,USD,1.00
XPER,XPERI HOLDING CORP,Information Technology,Equity,"437,718.15",0.00,"437,718.15","28,005.00",15.63,United States,NASDAQ,USD,1.00
UI,UBIQUITI INC,Information Technology,Equity,"436,377.63",0.00,"436,377.63","1,443.00",302.41,United States,New York Stock Exchange Inc.,USD,1.00
CRS,CARPENTER TECHNOLOGY CORP,Materials,Equity,"436,132.58",0.00,"436,132.58","13,366.00",32.63,United States,New York Stock Exchange Inc.,USD,1.00
FIGS,FIGS INC CLASS A,Health Care,Equity,"435,424.92",0.00,"435,424.92","37,929.00",11.48,United States,New York Stock Exchange Inc.,USD,1.00
INT,WORLD FUEL SERVICES CORP,Energy,Equity,"433,736.68",0.00,"433,736.68","17,747.00",24.44,United States,New York Stock Exchange Inc.,USD,1.00
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,Equity,"432,943.35",0.00,"432,943.35","38,829.00",11.15,United States,New York Stock Exchange Inc.,USD,1.00
CERT,CERTARA INC,Health Care,Equity,"430,984.20",0.00,"430,984.20","28,542.00",15.10,United States,NASDAQ,USD,1.00
RCII,RENT-A-CENTER INC,Consumer Discretionary,Equity,"431,250.24",0.00,"431,250.24","17,032.00",25.32,United States,NASDAQ,USD,1.00
CNS,COHEN & STEERS INC,Financials,Equity,"431,273.92",0.00,"431,273.92","6,088.00",70.84,United States,New York Stock Exchange Inc.,USD,1.00
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,"431,747.28",0.00,"431,747.28","9,864.00",43.77,United States,New York Stock Exchange Inc.,USD,1.00
CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS,Information Technology,Equity,"430,015.48",0.00,"430,015.48","46,139.00",9.32,United States,New York Stock Exchange Inc.,USD,1.00
CRK,COMSTOCK RESOURCES INC,Energy,Equity,"430,124.66",0.00,"430,124.66","22,414.00",19.19,United States,New York Stock Exchange Inc.,USD,1.00
OLPX,OLAPLEX HOLDINGS INC,Consumer Staples,Equity,"429,764.68",0.00,"429,764.68","34,547.00",12.44,United States,NASDAQ,USD,1.00
WABC,WESTAMERICA BANCORPORATION,Financials,Equity,"429,548.09",0.00,"429,548.09","7,741.00",55.49,United States,NASDAQ,USD,1.00
IRBT,IROBOT CORP,Consumer Discretionary,Equity,"428,793.92",0.00,"428,793.92","7,264.00",59.03,United States,NASDAQ,USD,1.00
PJT,PJT PARTNERS INC CLASS A,Financials,Equity,"429,146.64",0.00,"429,146.64","6,324.00",67.86,United States,New York Stock Exchange Inc.,USD,1.00
NKLA,NIKOLA CORP,Industrials,Equity,"428,371.95",0.00,"428,371.95","81,285.00",5.27,United States,NASDAQ,USD,1.00
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary,Equity,"428,511.46",0.00,"428,511.46","22,577.00",18.98,United States,New York Stock Exchange Inc.,USD,1.00
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,Equity,"426,922.44",0.00,"426,922.44","4,596.00",92.89,United States,New York Stock Exchange Inc.,USD,1.00
HTLF,HEARTLAND FINANCIAL USA INC,Financials,Equity,"427,535.07",0.00,"427,535.07","9,627.00",44.41,United States,NASDAQ,USD,1.00
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,Equity,"426,921.00",0.00,"426,921.00","9,350.00",45.66,United States,NASDAQ,USD,1.00
NEU,NEWMARKET CORP,Materials,Equity,"424,959.30",0.00,"424,959.30","1,510.00",281.43,United States,New York Stock Exchange Inc.,USD,1.00
SITM,SITIME CORP,Information Technology,Equity,"425,445.97",0.00,"425,445.97","4,297.00",99.01,United States,NASDAQ,USD,1.00
GEF,GREIF INC CLASS A,Materials,Equity,"424,881.42",0.00,"424,881.42","6,317.00",67.26,United States,New York Stock Exchange Inc.,USD,1.00
LRN,STRIDE INC,Consumer Discretionary,Equity,"424,407.06",0.00,"424,407.06","11,151.00",38.06,United States,New York Stock Exchange Inc.,USD,1.00
SBCF,SEACOAST BANKING OF FLORIDA,Financials,Equity,"423,900.96",0.00,"423,900.96","13,132.00",32.28,United States,NASDAQ,USD,1.00
IDCC,INTERDIGITAL INC,Information Technology,Equity,"423,964.10",0.00,"423,964.10","8,890.00",47.69,United States,NASDAQ,USD,1.00
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,Equity,"423,844.30",0.00,"423,844.30","41,635.00",10.18,United States,NASDAQ,USD,1.00
ODP,ODP CORP,Consumer Discretionary,Equity,"421,284.76",0.00,"421,284.76","11,804.00",35.69,United States,NASDAQ,USD,1.00
SASR,SANDY SPRING BANCORP INC,Financials,Equity,"421,407.03",0.00,"421,407.03","10,977.00",38.39,United States,NASDAQ,USD,1.00
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Equity,"420,492.23",0.00,"420,492.23","11,587.00",36.29,United States,NASDAQ,USD,1.00
ADTN,ADTRAN HOLDINGS INC,Information Technology,Equity,"419,534.64",0.00,"419,534.64","18,498.00",22.68,United States,NASDAQ,USD,1.00
HOPE,HOPE BANCORP INC,Financials,Equity,"419,160.84",0.00,"419,160.84","29,353.00",14.28,United States,NASDAQ,USD,1.00
SDGR,SCHRODINGER INC,Health Care,Equity,"419,111.12",0.00,"419,111.12","15,656.00",26.77,United States,NASDAQ,USD,1.00
UAA,UNDER ARMOUR INC CLASS A,Consumer Discretionary,Equity,"415,929.24",0.00,"415,929.24","50,233.00",8.28,United States,New York Stock Exchange Inc.,USD,1.00
KRYS,KRYSTAL BIOTECH INC,Health Care,Equity,"414,560.64",0.00,"414,560.64","5,862.00",70.72,United States,NASDAQ,USD,1.00
MNRL,BRIGHAM MINERALS INC CLASS A,Energy,Equity,"415,128.00",0.00,"415,128.00","14,120.00",29.40,United States,New York Stock Exchange Inc.,USD,1.00
MTRN,MATERION CORP,Materials,Equity,"411,321.00",0.00,"411,321.00","5,010.00",82.10,United States,New York Stock Exchange Inc.,USD,1.00
EXTR,EXTREME NETWORKS INC,Information Technology,Equity,"411,230.88",0.00,"411,230.88","29,124.00",14.12,United States,NASDAQ,USD,1.00
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,"412,118.22",0.00,"412,118.22","8,678.00",47.49,United States,New York Stock Exchange Inc.,USD,1.00
GCP,GCP APPLIED TECHNOLOGIES INC,Materials,Equity,"410,192.93",0.00,"410,192.93","13,051.00",31.43,United States,New York Stock Exchange Inc.,USD,1.00
PCVX,VAXCYTE INC,Health Care,Equity,"410,288.14",0.00,"410,288.14","15,553.00",26.38,United States,NASDAQ,USD,1.00
INSW,INTERNATIONAL SEAWAYS INC,Energy,Equity,"410,392.16",0.00,"410,392.16","13,394.00",30.64,United States,New York Stock Exchange Inc.,USD,1.00
MGPI,MGP INGREDIENTS INC,Consumer Staples,Equity,"408,239.19",0.00,"408,239.19","3,867.00",105.57,United States,NASDAQ,USD,1.00
NVRO,NEVRO CORP,Health Care,Equity,"407,143.66",0.00,"407,143.66","9,086.00",44.81,United States,New York Stock Exchange Inc.,USD,1.00
MAXR,MAXAR TECHNOLOGIES INC,Industrials,Equity,"406,687.00",0.00,"406,687.00","17,995.00",22.60,United States,New York Stock Exchange Inc.,USD,1.00
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Equity,"406,317.75",0.00,"406,317.75","27,735.00",14.65,United States,New York Stock Exchange Inc.,USD,1.00
KAR,KAR AUCTION SERVICES INC,Industrials,Equity,"406,794.36",0.00,"406,794.36","28,487.00",14.28,United States,New York Stock Exchange Inc.,USD,1.00
GTN,GRAY TELEVISION INC,Communication,Equity,"405,851.65",0.00,"405,851.65","21,485.00",18.89,United States,New York Stock Exchange Inc.,USD,1.00
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,Equity,"405,244.32",0.00,"405,244.32","33,436.00",12.12,United States,NASDAQ,USD,1.00
VRTV,VERITIV CORP,Industrials,Equity,"404,701.19",0.00,"404,701.19","3,517.00",115.07,United States,New York Stock Exchange Inc.,USD,1.00
DRVN,DRIVEN BRANDS HOLDINGS INC,Industrials,Equity,"403,771.20",0.00,"403,771.20","12,810.00",31.52,United States,NASDAQ,USD,1.00
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,"403,857.76",0.00,"403,857.76","13,444.00",30.04,United States,NASDAQ,USD,1.00
TEN,TENNECO INC CLASS A,Consumer Discretionary,Equity,"403,674.84",0.00,"403,674.84","21,668.00",18.63,United States,New York Stock Exchange Inc.,USD,1.00
PDM,PIEDMONT OFFICE REALTY TRUST REIT,Real Estate,Equity,"403,356.36",0.00,"403,356.36","33,924.00",11.89,United States,New York Stock Exchange Inc.,USD,1.00
STEP,STEPSTONE GROUP INC CLASS A,Financials,Equity,"402,050.25",0.00,"402,050.25","15,075.00",26.67,United States,NASDAQ,USD,1.00
FRO,FRONTLINE LTD,Energy,Equity,"401,286.80",0.00,"401,286.80","33,665.00",11.92,Norway,New York Stock Exchange Inc.,USD,1.00
IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,Equity,"401,384.88",0.00,"401,384.88","36,556.00",10.98,United States,NASDAQ,USD,1.00
VGR,VECTOR GROUP LTD,Consumer Staples,Equity,"401,378.25",0.00,"401,378.25","41,167.00",9.75,United States,New York Stock Exchange Inc.,USD,1.00
SLVM,SYLVAMO CORP,Materials,Equity,"401,327.41",0.00,"401,327.41","9,379.00",42.79,United States,New York Stock Exchange Inc.,USD,1.00
JAMF,JAMF HOLDING CORP,Information Technology,Equity,"400,598.36",0.00,"400,598.36","17,956.00",22.31,United States,NASDAQ,USD,1.00
PI,IMPINJ INC,Information Technology,Equity,"399,605.74",0.00,"399,605.74","4,709.00",84.86,United States,NASDAQ,USD,1.00
AIR,AAR CORP,Industrials,Equity,"398,966.04",0.00,"398,966.04","9,372.00",42.57,United States,New York Stock Exchange Inc.,USD,1.00
OSIS,OSI SYSTEMS INC,Information Technology,Equity,"398,416.26",0.00,"398,416.26","4,906.00",81.21,United States,NASDAQ,USD,1.00
CNK,CINEMARK HOLDINGS INC,Communication,Equity,"398,187.77",0.00,"398,187.77","29,257.00",13.61,United States,New York Stock Exchange Inc.,USD,1.00
APPS,DIGITAL TURBINE INC,Information Technology,Equity,"397,290.42",0.00,"397,290.42","22,599.00",17.58,United States,NASDAQ,USD,1.00
XNCR,XENCOR INC,Health Care,Equity,"396,391.50",0.00,"396,391.50","14,930.00",26.55,United States,NASDAQ,USD,1.00
FCEL,FUELCELL ENERGY INC,Industrials,Equity,"396,430.98",0.00,"396,430.98","100,617.00",3.94,United States,NASDAQ,USD,1.00
SFL,SFL LTD,Energy,Equity,"394,913.04",0.00,"394,913.04","36,364.00",10.86,United States,New York Stock Exchange Inc.,USD,1.00
BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,Equity,"395,057.88",0.00,"395,057.88","49,506.00",7.98,United States,New York Stock Exchange Inc.,USD,1.00
CSTM,CONSTELLIUM SE CLASS A,Materials,Equity,"393,873.66",0.00,"393,873.66","30,462.00",12.93,Netherlands,New York Stock Exchange Inc.,USD,1.00
IPAR,INTER PARFUMS INC,Consumer Staples,Equity,"393,099.84",0.00,"393,099.84","5,032.00",78.12,United States,NASDAQ,USD,1.00
AKR,ACADIA REALTY TRUST REIT,Real Estate,Equity,"393,464.91",0.00,"393,464.91","24,793.00",15.87,United States,New York Stock Exchange Inc.,USD,1.00
COUR,COURSERA INC,Consumer Discretionary,Equity,"392,263.62",0.00,"392,263.62","34,806.00",11.27,United States,New York Stock Exchange Inc.,USD,1.00
PEGA,PEGASYSTEMS INC,Information Technology,Equity,"391,083.22",0.00,"391,083.22","10,967.00",35.66,United States,NASDAQ,USD,1.00
GVA,GRANITE CONSTRUCTION INC,Industrials,Equity,"390,479.28",0.00,"390,479.28","13,368.00",29.21,United States,New York Stock Exchange Inc.,USD,1.00
HCC,WARRIOR MET COAL INC,Materials,Equity,"388,617.20",0.00,"388,617.20","12,190.00",31.88,United States,New York Stock Exchange Inc.,USD,1.00
NEX,NEXTIER OILFIELD SOLUTIONS INC,Energy,Equity,"388,976.48",0.00,"388,976.48","40,816.00",9.53,United States,New York Stock Exchange Inc.,USD,1.00
MNRO,MONRO INC,Consumer Discretionary,Equity,"388,344.08",0.00,"388,344.08","8,413.00",46.16,United States,NASDAQ,USD,1.00
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,"387,961.99",0.00,"387,961.99","10,907.00",35.57,United States,New York Stock Exchange Inc.,USD,1.00
PPC,PILGRIMS PRIDE CORP,Consumer Staples,Equity,"387,190.08",0.00,"387,190.08","13,848.00",27.96,United States,NASDAQ,USD,1.00
URBN,URBAN OUTFITTERS INC,Consumer Discretionary,Equity,"387,065.69",0.00,"387,065.69","18,817.00",20.57,United States,NASDAQ,USD,1.00
TALO,TALOS ENERGY INC,Energy,Equity,"386,116.38",0.00,"386,116.38","18,369.00",21.02,United States,New York Stock Exchange Inc.,USD,1.00
YOU,CLEAR SECURE INC CLASS A,Information Technology,Equity,"385,777.08",0.00,"385,777.08","16,614.00",23.22,United States,New York Stock Exchange Inc.,USD,1.00
TROX,TRONOX HOLDINGS PLC,Materials,Equity,"384,533.69",0.00,"384,533.69","26,947.00",14.27,United States,New York Stock Exchange Inc.,USD,1.00
FLYW,FLYWIRE CORP,Information Technology,Equity,"384,457.75",0.00,"384,457.75","16,465.00",23.35,United States,NASDAQ,USD,1.00
HURN,HURON CONSULTING GROUP INC,Industrials,Equity,"381,165.60",0.00,"381,165.60","5,784.00",65.90,United States,NASDAQ,USD,1.00
CMTG,CLAROS MORTGAGE TRUST INC,Financials,Equity,"380,832.42",0.00,"380,832.42","22,818.00",16.69,United States,New York Stock Exchange Inc.,USD,1.00
MED,MEDIFAST INC,Consumer Staples,Equity,"380,007.60",0.00,"380,007.60","3,192.00",119.05,United States,New York Stock Exchange Inc.,USD,1.00
SPCE,VIRGIN GALACTIC HOLDINGS INC SHS C,Industrials,Equity,"380,071.12",0.00,"380,071.12","66,446.00",5.72,United States,New York Stock Exchange Inc.,USD,1.00
UA,UNDER ARMOUR INC CLASS C,Consumer Discretionary,Equity,"378,806.61",0.00,"378,806.61","51,121.00",7.41,United States,New York Stock Exchange Inc.,USD,1.00
EVBG,EVERBRIDGE INC,Information Technology,Equity,"377,627.98",0.00,"377,627.98","9,626.00",39.23,United States,NASDAQ,USD,1.00
B,BARNES GROUP INC,Industrials,Equity,"376,225.92",0.00,"376,225.92","12,384.00",30.38,United States,New York Stock Exchange Inc.,USD,1.00
FWONA,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,Equity,"376,093.30",0.00,"376,093.30","6,451.00",58.30,United States,NASDAQ,USD,1.00
PR,Permian Resources Corporation,Other,Equity,"375,653.40",0.00,"375,653.40","47,252.00",7.95,United States,NASDAQ,USD,1.00
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"375,661.92",0.00,"375,661.92","7,269.00",51.68,United States,New York Stock Exchange Inc.,USD,1.00
AMEH,APOLLO MEDICAL HOLDINGS INC,Health Care,Equity,"374,661.99",0.00,"374,661.99","9,313.00",40.23,United States,NASDAQ,USD,1.00
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples,Equity,"373,455.45",0.00,"373,455.45","4,227.00",88.35,United States,NASDAQ,USD,1.00
KN,KNOWLES CORP,Information Technology,Equity,"372,450.96",0.00,"372,450.96","26,082.00",14.28,United States,New York Stock Exchange Inc.,USD,1.00
TWKS,THOUGHTWORKS HOLDING INC,Information Technology,Equity,"372,884.12",0.00,"372,884.12","28,861.00",12.92,United States,NASDAQ,USD,1.00
WMK,WEIS MARKETS INC,Consumer Staples,Equity,"371,444.48",0.00,"371,444.48","4,736.00",78.43,United States,New York Stock Exchange Inc.,USD,1.00
ALEX,ALEXANDER AND BALDWIN INC,Real Estate,Equity,"371,769.36",0.00,"371,769.36","19,902.00",18.68,United States,New York Stock Exchange Inc.,USD,1.00
SILK,SILK ROAD MEDICAL INC,Health Care,Equity,"369,006.76",0.00,"369,006.76","9,316.00",39.61,United States,NASDAQ,USD,1.00
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Equity,"369,155.82",0.00,"369,155.82","5,898.00",62.59,United States,NASDAQ,USD,1.00
RVNC,REVANCE THERAPEUTICS INC,Health Care,Equity,"368,345.23",0.00,"368,345.23","16,951.00",21.73,United States,NASDAQ,USD,1.00
PSMT,PRICESMART INC,Consumer Staples,Equity,"368,352.96",0.00,"368,352.96","5,972.00",61.68,United States,NASDAQ,USD,1.00
NNI,NELNET INC CLASS A,Financials,Equity,"367,911.81",0.00,"367,911.81","4,413.00",83.37,United States,New York Stock Exchange Inc.,USD,1.00
LGND,LIGAND PHARMACEUTICALS INC,Health Care,Equity,"366,452.67",0.00,"366,452.67","3,903.00",93.89,United States,NASDAQ,USD,1.00
TBK,TRIUMPH BANCORP INC,Financials,Equity,"364,784.64",0.00,"364,784.64","6,096.00",59.84,United States,NASDAQ,USD,1.00
JOBY,JOBY AVIATION INC CLASS A,Industrials,Equity,"364,938.94",0.00,"364,938.94","69,778.00",5.23,United States,New York Stock Exchange Inc.,USD,1.00
MEI,METHODE ELECTRONICS INC,Information Technology,Equity,"365,454.36",0.00,"365,454.36","9,292.00",39.33,United States,New York Stock Exchange Inc.,USD,1.00
DGII,DIGI INTERNATIONAL INC,Information Technology,Equity,"365,535.50",0.00,"365,535.50","11,275.00",32.42,United States,NASDAQ,USD,1.00
TTMI,TTM TECHNOLOGIES INC,Information Technology,Equity,"364,376.88",0.00,"364,376.88","24,099.00",15.12,United States,NASDAQ,USD,1.00
PTRA,PROTERRA INC,Industrials,Equity,"364,017.72",0.00,"364,017.72","62,546.00",5.82,United States,NASDAQ,USD,1.00
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,Equity,"364,640.00",0.00,"364,640.00","6,880.00",53.00,United States,New York Stock Exchange Inc.,USD,1.00
HNI,HNI CORP,Industrials,Equity,"361,925.00",0.00,"361,925.00","11,675.00",31.00,United States,New York Stock Exchange Inc.,USD,1.00
KNBE,KNOWBE4 INC CLASS A,Information Technology,Equity,"362,375.94",0.00,"362,375.94","19,878.00",18.23,United States,NASDAQ,USD,1.00
REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,Equity,"360,935.64",0.00,"360,935.64","12,909.00",27.96,United States,NASDAQ,USD,1.00
STC,STEWART INFO SERVICES CORP,Financials,Equity,"361,352.16",0.00,"361,352.16","6,984.00",51.74,United States,New York Stock Exchange Inc.,USD,1.00
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,Equity,"360,918.35",0.00,"360,918.35","20,683.00",17.45,United States,New York Stock Exchange Inc.,USD,1.00
ZIP,ZIPRECRUITER INC CLASS A,Communication,Equity,"361,516.75",0.00,"361,516.75","21,455.00",16.85,United States,New York Stock Exchange Inc.,USD,1.00
VBTX,VERITEX HOLDINGS INC,Financials,Equity,"359,068.57",0.00,"359,068.57","12,013.00",29.89,United States,NASDAQ,USD,1.00
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,Equity,"359,058.00",0.00,"359,058.00","11,620.00",30.90,United States,NASDAQ,USD,1.00
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples,Equity,"358,321.96",0.00,"358,321.96","6,724.00",53.29,United States,NASDAQ,USD,1.00
PRM,PERIMETER SOLUTIONS SA,Materials,Equity,"357,808.20",0.00,"357,808.20","38,474.00",9.30,United States,New York Stock Exchange Inc.,USD,1.00
BGCP,BGC PARTNERS INC CLASS A,Financials,Equity,"357,651.20",0.00,"357,651.20","87,232.00",4.10,United States,NASDAQ,USD,1.00
CHCO,CITY HOLDING,Financials,Equity,"356,587.48",0.00,"356,587.48","4,234.00",84.22,United States,NASDAQ,USD,1.00
ANDE,ANDERSONS INC,Consumer Staples,Equity,"357,138.75",0.00,"357,138.75","9,825.00",36.35,United States,NASDAQ,USD,1.00
ASAN,ASANA INC CLASS A,Information Technology,Equity,"357,279.84",0.00,"357,279.84","19,674.00",18.16,United States,New York Stock Exchange Inc.,USD,1.00
TGH,TEXTAINER GROUP HOLDINGS LTD,Industrials,Equity,"355,836.90",0.00,"355,836.90","11,885.00",29.94,United States,New York Stock Exchange Inc.,USD,1.00
CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials,Equity,"355,284.80",0.00,"355,284.80","39,520.00",8.99,United States,NASDAQ,USD,1.00
AHCO,ADAPTHEALTH CORP,Health Care,Equity,"353,973.30",0.00,"353,973.30","20,135.00",17.58,United States,NASDAQ,USD,1.00
ALLO,ALLOGENE THERAPEUTICS INC,Health Care,Equity,"352,841.60",0.00,"352,841.60","24,848.00",14.20,United States,NASDAQ,USD,1.00
BYND,BEYOND MEAT INC,Consumer Staples,Equity,"353,056.50",0.00,"353,056.50","15,075.00",23.42,United States,NASDAQ,USD,1.00
PYCR,PAYCOR HCM INC,Information Technology,Equity,"352,925.73",0.00,"352,925.73","12,591.00",28.03,United States,NASDAQ,USD,1.00
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,Information Technology,Equity,"352,566.85",0.00,"352,566.85","53,827.00",6.55,United States,New York Stock Exchange Inc.,USD,1.00
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,Equity,"352,870.32",0.00,"352,870.32","40,282.00",8.76,United States,New York Stock Exchange Inc.,USD,1.00
GFF,GRIFFON CORP,Industrials,Equity,"352,282.26",0.00,"352,282.26","11,099.00",31.74,United States,New York Stock Exchange Inc.,USD,1.00
VICR,VICOR CORP,Industrials,Equity,"352,241.37",0.00,"352,241.37","5,541.00",63.57,United States,NASDAQ,USD,1.00
CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,Equity,"352,181.72",0.00,"352,181.72","8,998.00",39.14,United States,New York Stock Exchange Inc.,USD,1.00
VERV,VERVE THERAPEUTICS INC,Health Care,Equity,"352,028.25",0.00,"352,028.25","9,579.00",36.75,United States,NASDAQ,USD,1.00
ALGT,ALLEGIANT TRAVEL,Industrials,Equity,"350,308.51",0.00,"350,308.51","3,667.00",95.53,United States,NASDAQ,USD,1.00
LFG,ARCHAEA ENERGY INC CLASS A,Energy,Equity,"350,622.56",0.00,"350,622.56","18,338.00",19.12,United States,New York Stock Exchange Inc.,USD,1.00
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care,Equity,"349,903.25",0.00,"349,903.25","14,429.00",24.25,United States,NASDAQ,USD,1.00
TMDX,TRANSMEDICS GROUP INC,Health Care,Equity,"349,312.50",0.00,"349,312.50","6,750.00",51.75,United States,NASDAQ,USD,1.00
PLUS,EPLUS,Information Technology,Equity,"349,188.12",0.00,"349,188.12","7,596.00",45.97,United States,NASDAQ,USD,1.00
PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials,Equity,"348,307.32",0.00,"348,307.32","6,758.00",51.54,United States,New York Stock Exchange Inc.,USD,1.00
ECPG,ENCORE CAPITAL GROUP INC,Financials,Equity,"348,036.23",0.00,"348,036.23","6,509.00",53.47,United States,NASDAQ,USD,1.00
RVMD,REVOLUTION MEDICINES INC,Health Care,Equity,"347,713.96",0.00,"347,713.96","16,294.00",21.34,United States,NASDAQ,USD,1.00
BGS,B AND G FOODS INC,Consumer Staples,Equity,"346,557.47",0.00,"346,557.47","16,897.00",20.51,United States,New York Stock Exchange Inc.,USD,1.00
PRAA,PRA GROUP INC,Financials,Equity,"345,627.54",0.00,"345,627.54","9,553.00",36.18,United States,NASDAQ,USD,1.00
FSR,FISKER INC CLASS A,Consumer Discretionary,Equity,"345,676.23",0.00,"345,676.23","41,103.00",8.41,United States,New York Stock Exchange Inc.,USD,1.00
